,date,seller,daily_sales
1099,2023-06-07,Иван Петров,110.39
1100,2023-06-07,Мария Сидорова,129.94
1101,2023-06-07,Алексей Козлов,13.11
1102,2023-06-07,Елена Новикова,162.65
1103,2023-06-07,Михаил Смирнов,95.81
1104,2023-06-07,Сергей Антонов,133.25
1105,2023-06-07,Максим Иванов,68.8
1106,2023-06-08,Иван Петров,118.38
1107,2023-06-08,Мария Сидорова,68.4
1108,2023-06-08,Алексей Козлов,81.29
1109,2023-06-08,Елена Новикова,157.42
1110,2023-06-08,Михаил Смирнов,94.28
1111,2023-06-08,Сергей Антонов,106.52
1112,2023-06-08,Максим Иванов,126.1
1113,2023-06-09,Иван Петров,114.87
1114,2023-06-09,Мария Сидорова,104.51
1115,2023-06-09,Алексей Козлов,110.95
1116,2023-06-09,Елена Новикова,172.1
1117,2023-06-09,Михаил Смирнов,98.27
1118,2023-06-09,Сергей Антонов,106.03
1119,2023-06-09,Максим Иванов,131.52
1120,2023-06-10,Иван Петров,183.17
1121,2023-06-10,Мария Сидорова,185.61
1122,2023-06-10,Алексей Козлов,169.16
1123,2023-06-10,Елена Новикова,115.71
1124,2023-06-10,Михаил Смирнов,199.0
1125,2023-06-10,Сергей Антонов,115.61
1126,2023-06-10,Максим Иванов,159.08
1127,2023-06-11,Иван Петров,127.37
1128,2023-06-11,Мария Сидорова,148.08
1129,2023-06-11,Алексей Козлов,159.86
1130,2023-06-11,Елена Новикова,159.64
1131,2023-06-11,Михаил Смирнов,162.66
1132,2023-06-11,Сергей Антонов,198.41
1133,2023-06-11,Максим Иванов,163.61
1134,2023-06-12,Иван Петров,92.68
1135,2023-06-12,Мария Сидорова,128.92
1136,2023-06-12,Алексей Козлов,135.68
1137,2023-06-12,Елена Новикова,63.17
1138,2023-06-12,Михаил Смирнов,117.92
1139,2023-06-12,Сергей Антонов,121.04
1140,2023-06-12,Максим Иванов,91.07
1141,2023-06-13,Иван Петров,141.27
1142,2023-06-13,Мария Сидорова,95.5
1143,2023-06-13,Алексей Козлов,103.77
1144,2023-06-13,Елена Новикова,94.81
1145,2023-06-13,Михаил Смирнов,100.47
1146,2023-06-13,Сергей Антонов,67.11
1147,2023-06-13,Максим Иванов,56.8
1148,2023-06-14,Иван Петров,147.84
1149,2023-06-14,Мария Сидорова,74.59
1150,2023-06-14,Алексей Козлов,70.26
1151,2023-06-14,Елена Новикова,35.4
1152,2023-06-14,Михаил Смирнов,80.83
1153,2023-06-14,Сергей Антонов,60.31
1154,2023-06-14,Максим Иванов,149.26
1155,2023-06-15,Иван Петров,130.29
1156,2023-06-15,Мария Сидорова,79.36
1157,2023-06-15,Алексей Козлов,167.57
1158,2023-06-15,Елена Новикова,129.45
1159,2023-06-15,Михаил Смирнов,90.26
1160,2023-06-15,Сергей Антонов,25.02
1161,2023-06-15,Максим Иванов,168.73
1162,2023-06-16,Иван Петров,58.31
1163,2023-06-16,Мария Сидорова,50.64
1164,2023-06-16,Алексей Козлов,130.68
1165,2023-06-16,Елена Новикова,173.19
1166,2023-06-16,Михаил Смирнов,141.53
1167,2023-06-16,Сергей Антонов,116.92
1168,2023-06-16,Максим Иванов,117.84
1169,2023-06-17,Иван Петров,175.6
1170,2023-06-17,Мария Сидорова,172.77
1171,2023-06-17,Алексей Козлов,158.44
1172,2023-06-17,Елена Новикова,153.13
1173,2023-06-17,Михаил Смирнов,148.12
1174,2023-06-17,Сергей Антонов,127.38
1175,2023-06-17,Максим Иванов,141.58
1176,2023-06-18,Иван Петров,99.21
1177,2023-06-18,Мария Сидорова,147.05
1178,2023-06-18,Алексей Козлов,120.34
1179,2023-06-18,Елена Новикова,116.89
1180,2023-06-18,Михаил Смирнов,155.4
1181,2023-06-18,Сергей Антонов,191.76
1182,2023-06-18,Максим Иванов,177.55
1183,2023-06-19,Иван Петров,52.88
1184,2023-06-19,Мария Сидорова,70.31
1185,2023-06-19,Алексей Козлов,128.22
1186,2023-06-19,Елена Новикова,70.53
1187,2023-06-19,Михаил Смирнов,93.26
1188,2023-06-19,Сергей Антонов,116.5
1189,2023-06-19,Максим Иванов,70.95
1190,2023-06-20,Иван Петров,103.16
1191,2023-06-20,Мария Сидорова,59.98
1192,2023-06-20,Алексей Козлов,81.96
1193,2023-06-20,Елена Новикова,109.59
1194,2023-06-20,Михаил Смирнов,52.21
1195,2023-06-20,Сергей Антонов,113.21
1196,2023-06-20,Максим Иванов,99.41
1197,2023-06-21,Иван Петров,116.57
1198,2023-06-21,Мария Сидорова,106.72
1199,2023-06-21,Алексей Козлов,140.92
1200,2023-06-21,Елена Новикова,103.76
1201,2023-06-21,Михаил Смирнов,87.12
1202,2023-06-21,Сергей Антонов,103.67
1203,2023-06-21,Максим Иванов,116.3
1204,2023-06-22,Иван Петров,101.47
1205,2023-06-22,Мария Сидорова,101.22
1206,2023-06-22,Алексей Козлов,78.94
1207,2023-06-22,Елена Новикова,80.11
1208,2023-06-22,Михаил Смирнов,57.92
1209,2023-06-22,Сергей Антонов,152.49
1210,2023-06-22,Максим Иванов,62.68
1211,2023-06-23,Иван Петров,79.21
1212,2023-06-23,Мария Сидорова,78.45
1213,2023-06-23,Алексей Козлов,126.85
1214,2023-06-23,Елена Новикова,91.15
1215,2023-06-23,Михаил Смирнов,137.43
1216,2023-06-23,Сергей Антонов,79.8
1217,2023-06-23,Максим Иванов,108.37
1218,2023-06-24,Иван Петров,124.94
1219,2023-06-24,Мария Сидорова,214.35
1220,2023-06-24,Алексей Козлов,114.37
1221,2023-06-24,Елена Новикова,159.29
1222,2023-06-24,Михаил Смирнов,169.01
1223,2023-06-24,Сергей Антонов,162.41
1224,2023-06-24,Максим Иванов,144.44
1225,2023-06-25,Иван Петров,146.11
1226,2023-06-25,Мария Сидорова,151.31
1227,2023-06-25,Алексей Козлов,145.59
1228,2023-06-25,Елена Новикова,178.92
1229,2023-06-25,Михаил Смирнов,216.32
1230,2023-06-25,Сергей Антонов,133.28
1231,2023-06-25,Максим Иванов,108.91
1232,2023-06-26,Иван Петров,97.35
1233,2023-06-26,Мария Сидорова,177.39
1234,2023-06-26,Алексей Козлов,75.89
1235,2023-06-26,Елена Новикова,149.17
1236,2023-06-26,Михаил Смирнов,150.33
1237,2023-06-26,Сергей Антонов,83.39
1238,2023-06-26,Максим Иванов,117.07
1239,2023-06-27,Иван Петров,148.85
1240,2023-06-27,Мария Сидорова,88.63
1241,2023-06-27,Алексей Козлов,93.89
1242,2023-06-27,Елена Новикова,82.55
1243,2023-06-27,Михаил Смирнов,69.56
1244,2023-06-27,Сергей Антонов,80.52
1245,2023-06-27,Максим Иванов,63.28
1246,2023-06-28,Иван Петров,101.02
1247,2023-06-28,Мария Сидорова,76.9
1248,2023-06-28,Алексей Козлов,107.01
1249,2023-06-28,Елена Новикова,53.32
1250,2023-06-28,Михаил Смирнов,109.93
1251,2023-06-28,Сергей Антонов,125.01
1252,2023-06-28,Максим Иванов,40.19
1253,2023-06-29,Иван Петров,111.22
1254,2023-06-29,Мария Сидорова,136.83
1255,2023-06-29,Алексей Козлов,63.71
1256,2023-06-29,Елена Новикова,150.18
1257,2023-06-29,Михаил Смирнов,112.57
1258,2023-06-29,Сергей Антонов,78.85
1259,2023-06-29,Максим Иванов,98.33
1260,2023-06-30,Иван Петров,116.75
1261,2023-06-30,Мария Сидорова,102.28
1262,2023-06-30,Алексей Козлов,116.16
1263,2023-06-30,Елена Новикова,72.38
1264,2023-06-30,Михаил Смирнов,105.08
1265,2023-06-30,Сергей Антонов,57.59
1266,2023-06-30,Максим Иванов,96.66
1267,2023-07-01,Иван Петров,122.88
1268,2023-07-01,Мария Сидорова,127.93
1269,2023-07-01,Алексей Козлов,187.08
1270,2023-07-01,Елена Новикова,182.74
1271,2023-07-01,Михаил Смирнов,168.27
1272,2023-07-01,Сергей Антонов,117.23
1273,2023-07-01,Максим Иванов,140.51
1274,2023-07-02,Иван Петров,186.39
1275,2023-07-02,Мария Сидорова,154.25
1276,2023-07-02,Алексей Козлов,219.58
1277,2023-07-02,Елена Новикова,161.8
1278,2023-07-02,Михаил Смирнов,155.76
1279,2023-07-02,Сергей Антонов,140.73
1280,2023-07-02,Максим Иванов,154.01
1281,2023-07-03,Иван Петров,95.43
1282,2023-07-03,Мария Сидорова,121.24
1283,2023-07-03,Алексей Козлов,128.7
1284,2023-07-03,Елена Новикова,76.42
1285,2023-07-03,Михаил Смирнов,60.06
1286,2023-07-03,Сергей Антонов,44.91
1287,2023-07-03,Максим Иванов,115.24
1288,2023-07-04,Иван Петров,66.9
1289,2023-07-04,Мария Сидорова,35.41
1290,2023-07-04,Алексей Козлов,111.66
1291,2023-07-04,Елена Новикова,174.79
1292,2023-07-04,Михаил Смирнов,99.82
1293,2023-07-04,Сергей Антонов,125.15
1294,2023-07-04,Максим Иванов,102.45
1295,2023-07-05,Иван Петров,97.03
1296,2023-07-05,Мария Сидорова,127.57
1297,2023-07-05,Алексей Козлов,91.29
1298,2023-07-05,Елена Новикова,108.02
1299,2023-07-05,Михаил Смирнов,109.65
1300,2023-07-05,Сергей Антонов,79.96
1301,2023-07-05,Максим Иванов,129.76
1302,2023-07-06,Иван Петров,94.75
1303,2023-07-06,Мария Сидорова,77.33
1304,2023-07-06,Алексей Козлов,116.1
1305,2023-07-06,Елена Новикова,73.05
1306,2023-07-06,Михаил Смирнов,100.85
1307,2023-07-06,Сергей Антонов,99.73
1308,2023-07-06,Максим Иванов,132.58
1309,2023-07-07,Иван Петров,114.24
1310,2023-07-07,Мария Сидорова,99.25
1311,2023-07-07,Алексей Козлов,124.53
1312,2023-07-07,Елена Новикова,141.71
1313,2023-07-07,Михаил Смирнов,116.73
1314,2023-07-07,Сергей Антонов,100.31
1315,2023-07-07,Максим Иванов,60.64
1316,2023-07-08,Иван Петров,118.05
1317,2023-07-08,Мария Сидорова,140.84
1318,2023-07-08,Алексей Козлов,131.71
1319,2023-07-08,Елена Новикова,144.39
1320,2023-07-08,Михаил Смирнов,151.7
1321,2023-07-08,Сергей Антонов,165.89
1322,2023-07-08,Максим Иванов,147.89
1323,2023-07-09,Иван Петров,164.6
1324,2023-07-09,Мария Сидорова,151.93
1325,2023-07-09,Алексей Козлов,90.74
1326,2023-07-09,Елена Новикова,121.82
1327,2023-07-09,Михаил Смирнов,145.68
1328,2023-07-09,Сергей Антонов,113.71
1329,2023-07-09,Максим Иванов,168.0
1330,2023-07-10,Иван Петров,145.92
1331,2023-07-10,Мария Сидорова,136.56
1332,2023-07-10,Алексей Козлов,93.6
1333,2023-07-10,Елена Новикова,144.72
1334,2023-07-10,Михаил Смирнов,104.46
1335,2023-07-10,Сергей Антонов,89.89
1336,2023-07-10,Максим Иванов,81.6
1337,2023-07-11,Иван Петров,90.93
1338,2023-07-11,Мария Сидорова,88.35
1339,2023-07-11,Алексей Козлов,105.11
1340,2023-07-11,Елена Новикова,104.82
1341,2023-07-11,Михаил Смирнов,100.09
1342,2023-07-11,Сергей Антонов,113.11
1343,2023-07-11,Максим Иванов,135.72
1344,2023-07-12,Иван Петров,128.49
1345,2023-07-12,Мария Сидорова,55.45
1346,2023-07-12,Алексей Козлов,23.38
1347,2023-07-12,Елена Новикова,128.03
1348,2023-07-12,Михаил Смирнов,58.99
1349,2023-07-12,Сергей Антонов,93.26
1350,2023-07-12,Максим Иванов,64.9
1351,2023-07-13,Иван Петров,45.94
1352,2023-07-13,Мария Сидорова,116.24
1353,2023-07-13,Алексей Козлов,122.77
1354,2023-07-13,Елена Новикова,82.7
1355,2023-07-13,Михаил Смирнов,22.27
1356,2023-07-13,Сергей Антонов,83.61
1357,2023-07-13,Максим Иванов,111.75
1358,2023-07-14,Иван Петров,55.63
1359,2023-07-14,Мария Сидорова,105.5
1360,2023-07-14,Алексей Козлов,99.54
1361,2023-07-14,Елена Новикова,117.38
1362,2023-07-14,Михаил Смирнов,103.59
1363,2023-07-14,Сергей Антонов,70.81
1364,2023-07-14,Максим Иванов,135.9
1365,2023-07-15,Иван Петров,145.24
1366,2023-07-15,Мария Сидорова,149.18
1367,2023-07-15,Алексей Козлов,122.0
1368,2023-07-15,Елена Новикова,136.7
1369,2023-07-15,Михаил Смирнов,123.46
1370,2023-07-15,Сергей Антонов,144.81
1371,2023-07-15,Максим Иванов,201.35
1372,2023-07-16,Иван Петров,108.84
1373,2023-07-16,Мария Сидорова,101.59
1374,2023-07-16,Алексей Козлов,194.14
1375,2023-07-16,Елена Новикова,143.72
1376,2023-07-16,Михаил Смирнов,129.93
1377,2023-07-16,Сергей Антонов,181.2
1378,2023-07-16,Максим Иванов,131.83
1379,2023-07-17,Иван Петров,154.78
1380,2023-07-17,Мария Сидорова,120.34
1381,2023-07-17,Алексей Козлов,85.36
1382,2023-07-17,Елена Новикова,164.72
1383,2023-07-17,Михаил Смирнов,81.83
1384,2023-07-17,Сергей Антонов,122.26
1385,2023-07-17,Максим Иванов,108.98
1386,2023-07-18,Иван Петров,139.05
1387,2023-07-18,Мария Сидорова,146.85
1388,2023-07-18,Алексей Козлов,100.96
1389,2023-07-18,Елена Новикова,77.4
1390,2023-07-18,Михаил Смирнов,113.8
1391,2023-07-18,Сергей Антонов,79.67
1392,2023-07-18,Максим Иванов,160.4
1393,2023-07-19,Иван Петров,104.1
1394,2023-07-19,Мария Сидорова,89.04
1395,2023-07-19,Алексей Козлов,105.54
1396,2023-07-19,Елена Новикова,59.59
1397,2023-07-19,Михаил Смирнов,70.85
1398,2023-07-19,Сергей Антонов,136.01
1399,2023-07-19,Максим Иванов,80.29
1400,2023-07-20,Иван Петров,68.59
1401,2023-07-20,Мария Сидорова,116.1
1402,2023-07-20,Алексей Козлов,135.57
1403,2023-07-20,Елена Новикова,121.57
1404,2023-07-20,Михаил Смирнов,129.88
1405,2023-07-20,Сергей Антонов,77.3
1406,2023-07-20,Максим Иванов,57.35
1407,2023-07-21,Иван Петров,145.04
1408,2023-07-21,Мария Сидорова,90.32
1409,2023-07-21,Алексей Козлов,92.48
1410,2023-07-21,Елена Новикова,139.85
1411,2023-07-21,Михаил Смирнов,116.69
1412,2023-07-21,Сергей Антонов,113.68
1413,2023-07-21,Максим Иванов,164.95
1414,2023-07-22,Иван Петров,130.69
1415,2023-07-22,Мария Сидорова,177.84
1416,2023-07-22,Алексей Козлов,151.71
1417,2023-07-22,Елена Новикова,158.06
1418,2023-07-22,Михаил Смирнов,195.85
1419,2023-07-22,Сергей Антонов,165.24
1420,2023-07-22,Максим Иванов,166.15
1421,2023-07-23,Иван Петров,182.18
1422,2023-07-23,Мария Сидорова,139.05
1423,2023-07-23,Алексей Козлов,124.82
1424,2023-07-23,Елена Новикова,118.66
1425,2023-07-23,Михаил Смирнов,91.01
1426,2023-07-23,Сергей Антонов,211.69
1427,2023-07-23,Максим Иванов,116.9
1428,2023-07-24,Иван Петров,93.36
1429,2023-07-24,Мария Сидорова,91.7
1430,2023-07-24,Алексей Козлов,109.22
1431,2023-07-24,Елена Новикова,124.47
1432,2023-07-24,Михаил Смирнов,125.81
1433,2023-07-24,Сергей Антонов,82.51
1434,2023-07-24,Максим Иванов,94.99
1435,2023-07-25,Иван Петров,108.48
1436,2023-07-25,Мария Сидорова,92.54
1437,2023-07-25,Алексей Козлов,148.22
1438,2023-07-25,Елена Новикова,114.73
1439,2023-07-25,Михаил Смирнов,122.05
1440,2023-07-25,Сергей Антонов,119.89
1441,2023-07-25,Максим Иванов,135.2
1442,2023-07-26,Иван Петров,105.43
1443,2023-07-26,Мария Сидорова,61.1
1444,2023-07-26,Алексей Козлов,111.99
1445,2023-07-26,Елена Новикова,80.46
1446,2023-07-26,Михаил Смирнов,84.14
1447,2023-07-26,Сергей Антонов,117.59
1448,2023-07-26,Максим Иванов,137.15
1449,2023-07-27,Иван Петров,100.64
1450,2023-07-27,Мария Сидорова,109.26
1451,2023-07-27,Алексей Козлов,151.07
1452,2023-07-27,Елена Новикова,107.22
1453,2023-07-27,Михаил Смирнов,178.05
1454,2023-07-27,Сергей Антонов,116.97
1455,2023-07-27,Максим Иванов,47.18
1456,2023-07-28,Иван Петров,122.6
1457,2023-07-28,Мария Сидорова,111.43
1458,2023-07-28,Алексей Козлов,138.69
1459,2023-07-28,Елена Новикова,120.2
1460,2023-07-28,Михаил Смирнов,95.85
1461,2023-07-28,Сергей Антонов,63.27
1462,2023-07-28,Максим Иванов,93.73
1463,2023-07-29,Иван Петров,124.48
1464,2023-07-29,Мария Сидорова,132.58
1465,2023-07-29,Алексей Козлов,167.66
1466,2023-07-29,Елена Новикова,200.1
1467,2023-07-29,Михаил Смирнов,161.84
1468,2023-07-29,Сергей Антонов,114.12
1469,2023-07-29,Максим Иванов,163.34
1470,2023-07-30,Иван Петров,185.9
1471,2023-07-30,Мария Сидорова,131.71
1472,2023-07-30,Алексей Козлов,145.98
1473,2023-07-30,Елена Новикова,150.44
1474,2023-07-30,Михаил Смирнов,126.45
1475,2023-07-30,Сергей Антонов,169.45
1476,2023-07-30,Максим Иванов,146.37
1477,2023-07-31,Иван Петров,112.59
1478,2023-07-31,Мария Сидорова,73.38
1479,2023-07-31,Алексей Козлов,86.88
1480,2023-07-31,Елена Новикова,121.67
1481,2023-07-31,Михаил Смирнов,88.82
1482,2023-07-31,Сергей Антонов,151.81
1483,2023-07-31,Максим Иванов,88.01
1484,2023-08-01,Иван Петров,106.74
1485,2023-08-01,Мария Сидорова,127.98
1486,2023-08-01,Алексей Козлов,57.45
1487,2023-08-01,Елена Новикова,47.18
1488,2023-08-01,Михаил Смирнов,54.23
1489,2023-08-01,Сергей Антонов,137.88
1490,2023-08-01,Максим Иванов,83.44
1491,2023-08-02,Иван Петров,176.75
1492,2023-08-02,Мария Сидорова,83.07
1493,2023-08-02,Алексей Козлов,105.54
1494,2023-08-02,Елена Новикова,146.26
1495,2023-08-02,Михаил Смирнов,160.18
1496,2023-08-02,Сергей Антонов,161.85
1497,2023-08-02,Максим Иванов,136.25
1498,2023-08-03,Иван Петров,130.72
1499,2023-08-03,Мария Сидорова,117.78
1500,2023-08-03,Алексей Козлов,123.35
1501,2023-08-03,Елена Новикова,83.46
1502,2023-08-03,Михаил Смирнов,75.45
1503,2023-08-03,Сергей Антонов,99.9
1504,2023-08-03,Максим Иванов,94.89
1505,2023-08-04,Иван Петров,86.4
1506,2023-08-04,Мария Сидорова,120.89
1507,2023-08-04,Алексей Козлов,128.66
1508,2023-08-04,Елена Новикова,102.65
1509,2023-08-04,Михаил Смирнов,144.33
1510,2023-08-04,Сергей Антонов,65.75
1511,2023-08-04,Максим Иванов,94.19
1512,2023-08-05,Иван Петров,128.5
1513,2023-08-05,Мария Сидорова,94.0
1514,2023-08-05,Алексей Козлов,147.52
1515,2023-08-05,Елена Новикова,146.35
1516,2023-08-05,Михаил Смирнов,195.4
1517,2023-08-05,Сергей Антонов,168.92
1518,2023-08-05,Максим Иванов,119.27
1519,2023-08-06,Иван Петров,205.62
1520,2023-08-06,Мария Сидорова,186.63
1521,2023-08-06,Алексей Козлов,167.46
1522,2023-08-06,Елена Новикова,143.21
1523,2023-08-06,Михаил Смирнов,121.22
1524,2023-08-06,Сергей Антонов,138.83
1525,2023-08-06,Максим Иванов,182.66
1526,2023-08-07,Иван Петров,156.54
1527,2023-08-07,Мария Сидорова,146.3
1528,2023-08-07,Алексей Козлов,85.33
1529,2023-08-07,Елена Новикова,66.41
1530,2023-08-07,Михаил Смирнов,104.23
1531,2023-08-07,Сергей Антонов,46.95
1532,2023-08-07,Максим Иванов,109.7
1533,2023-08-08,Иван Петров,95.57
1534,2023-08-08,Мария Сидорова,86.02
1535,2023-08-08,Алексей Козлов,52.16
1536,2023-08-08,Елена Новикова,115.41
1537,2023-08-08,Михаил Смирнов,84.02
1538,2023-08-08,Сергей Антонов,64.9
1539,2023-08-08,Максим Иванов,13.83
1540,2023-08-09,Иван Петров,99.17
1541,2023-08-09,Мария Сидорова,153.17
1542,2023-08-09,Алексей Козлов,149.84
1543,2023-08-09,Елена Новикова,86.29
1544,2023-08-09,Михаил Смирнов,81.93
1545,2023-08-09,Сергей Антонов,114.06
1546,2023-08-09,Максим Иванов,70.05
1547,2023-08-10,Иван Петров,109.05
1548,2023-08-10,Мария Сидорова,122.98
1549,2023-08-10,Алексей Козлов,136.81
1550,2023-08-10,Елена Новикова,97.0
1551,2023-08-10,Михаил Смирнов,93.89
1552,2023-08-10,Сергей Антонов,73.66
1553,2023-08-10,Максим Иванов,75.19
1554,2023-08-11,Иван Петров,93.21
1555,2023-08-11,Мария Сидорова,111.02
1556,2023-08-11,Алексей Козлов,127.41
1557,2023-08-11,Елена Новикова,75.9
1558,2023-08-11,Михаил Смирнов,144.78
1559,2023-08-11,Сергей Антонов,91.87
1560,2023-08-11,Максим Иванов,99.36
1561,2023-08-12,Иван Петров,127.58
1562,2023-08-12,Мария Сидорова,77.27
1563,2023-08-12,Алексей Козлов,176.52
1564,2023-08-12,Елена Новикова,172.11
1565,2023-08-12,Михаил Смирнов,141.56
1566,2023-08-12,Сергей Антонов,152.01
1567,2023-08-12,Максим Иванов,165.48
1568,2023-08-13,Иван Петров,103.12
1569,2023-08-13,Мария Сидорова,134.13
1570,2023-08-13,Алексей Козлов,173.83
1571,2023-08-13,Елена Новикова,112.37
1572,2023-08-13,Михаил Смирнов,158.81
1573,2023-08-13,Сергей Антонов,109.3
1574,2023-08-13,Максим Иванов,163.99
1575,2023-08-14,Иван Петров,98.93
1576,2023-08-14,Мария Сидорова,51.55
1577,2023-08-14,Алексей Козлов,134.94
1578,2023-08-14,Елена Новикова,77.96
1579,2023-08-14,Михаил Смирнов,75.69
1580,2023-08-14,Сергей Антонов,106.02
1581,2023-08-14,Максим Иванов,134.46
1582,2023-08-15,Иван Петров,69.53
1583,2023-08-15,Мария Сидорова,101.85
1584,2023-08-15,Алексей Козлов,112.86
1585,2023-08-15,Елена Новикова,120.79
1586,2023-08-15,Михаил Смирнов,105.29
1587,2023-08-15,Сергей Антонов,88.99
1588,2023-08-15,Максим Иванов,75.17
1589,2023-08-16,Иван Петров,102.58
1590,2023-08-16,Мария Сидорова,67.84
1591,2023-08-16,Алексей Козлов,12.36
1592,2023-08-16,Елена Новикова,113.1
1593,2023-08-16,Михаил Смирнов,127.12
1594,2023-08-16,Сергей Антонов,29.11
1595,2023-08-16,Максим Иванов,69.71
1596,2023-08-17,Иван Петров,118.57
1597,2023-08-17,Мария Сидорова,161.72
1598,2023-08-17,Алексей Козлов,100.62
1599,2023-08-17,Елена Новикова,78.16
1600,2023-08-17,Михаил Смирнов,94.51
1601,2023-08-17,Сергей Антонов,141.25
1602,2023-08-17,Максим Иванов,80.62
1603,2023-08-18,Иван Петров,76.02
1604,2023-08-18,Мария Сидорова,85.52
1605,2023-08-18,Алексей Козлов,71.4
1606,2023-08-18,Елена Новикова,103.68
1607,2023-08-18,Михаил Смирнов,148.74
1608,2023-08-18,Сергей Антонов,109.69
1609,2023-08-18,Максим Иванов,92.43
1610,2023-08-19,Иван Петров,141.25
1611,2023-08-19,Мария Сидорова,103.1
1612,2023-08-19,Алексей Козлов,176.49
1613,2023-08-19,Елена Новикова,147.66
1614,2023-08-19,Михаил Смирнов,144.59
1615,2023-08-19,Сергей Антонов,245.79
1616,2023-08-19,Максим Иванов,158.96
1617,2023-08-20,Иван Петров,127.45
1618,2023-08-20,Мария Сидорова,137.21
1619,2023-08-20,Алексей Козлов,184.45
1620,2023-08-20,Елена Новикова,153.4
1621,2023-08-20,Михаил Смирнов,106.85
1622,2023-08-20,Сергей Антонов,177.58
1623,2023-08-20,Максим Иванов,129.96
1624,2023-08-21,Иван Петров,156.2
1625,2023-08-21,Мария Сидорова,132.4
1626,2023-08-21,Алексей Козлов,86.58
1627,2023-08-21,Елена Новикова,138.43
1628,2023-08-21,Михаил Смирнов,102.04
1629,2023-08-21,Сергей Антонов,125.58
1630,2023-08-21,Максим Иванов,114.54
1631,2023-08-22,Иван Петров,74.61
1632,2023-08-22,Мария Сидорова,80.69
1633,2023-08-22,Алексей Козлов,130.9
1634,2023-08-22,Елена Новикова,89.96
1635,2023-08-22,Михаил Смирнов,87.89
1636,2023-08-22,Сергей Антонов,71.35
1637,2023-08-22,Максим Иванов,112.71
1638,2023-08-23,Иван Петров,161.88
1639,2023-08-23,Мария Сидорова,67.97
1640,2023-08-23,Алексей Козлов,100.73
1641,2023-08-23,Елена Новикова,142.37
1642,2023-08-23,Михаил Смирнов,97.61
1643,2023-08-23,Сергей Антонов,113.57
1644,2023-08-23,Максим Иванов,68.13
1645,2023-08-24,Иван Петров,112.85
1646,2023-08-24,Мария Сидорова,94.39
1647,2023-08-24,Алексей Козлов,129.57
1648,2023-08-24,Елена Новикова,135.62
1649,2023-08-24,Михаил Смирнов,177.69
1650,2023-08-24,Сергей Антонов,117.39
1651,2023-08-24,Максим Иванов,109.77
1652,2023-08-25,Иван Петров,105.83
1653,2023-08-25,Мария Сидорова,89.41
1654,2023-08-25,Алексей Козлов,110.15
1655,2023-08-25,Елена Новикова,91.14
1656,2023-08-25,Михаил Смирнов,105.05
1657,2023-08-25,Сергей Антонов,139.53
1658,2023-08-25,Максим Иванов,69.8
1659,2023-08-26,Иван Петров,184.2
1660,2023-08-26,Мария Сидорова,189.51
1661,2023-08-26,Алексей Козлов,146.46
1662,2023-08-26,Елена Новикова,86.34
1663,2023-08-26,Михаил Смирнов,131.77
1664,2023-08-26,Сергей Антонов,188.91
1665,2023-08-26,Максим Иванов,149.31
1666,2023-08-27,Иван Петров,120.02
1667,2023-08-27,Мария Сидорова,134.86
1668,2023-08-27,Алексей Козлов,175.22
1669,2023-08-27,Елена Новикова,166.4
1670,2023-08-27,Михаил Смирнов,142.83
1671,2023-08-27,Сергей Антонов,139.0
1672,2023-08-27,Максим Иванов,138.25
1673,2023-08-28,Иван Петров,72.33
1674,2023-08-28,Мария Сидорова,148.46
1675,2023-08-28,Алексей Козлов,90.33
1676,2023-08-28,Елена Новикова,136.51
1677,2023-08-28,Михаил Смирнов,145.64
1678,2023-08-28,Сергей Антонов,129.95
1679,2023-08-28,Максим Иванов,87.05
1680,2023-08-29,Иван Петров,112.11
1681,2023-08-29,Мария Сидорова,99.27
1682,2023-08-29,Алексей Козлов,72.89
1683,2023-08-29,Елена Новикова,109.73
1684,2023-08-29,Михаил Смирнов,64.63
1685,2023-08-29,Сергей Антонов,135.63
1686,2023-08-29,Максим Иванов,86.06
1687,2023-08-30,Иван Петров,106.03
1688,2023-08-30,Мария Сидорова,108.5
1689,2023-08-30,Алексей Козлов,92.23
1690,2023-08-30,Елена Новикова,117.6
1691,2023-08-30,Михаил Смирнов,85.75
1692,2023-08-30,Сергей Антонов,126.14
1693,2023-08-30,Максим Иванов,59.62
1694,2023-08-31,Иван Петров,103.79
1695,2023-08-31,Мария Сидорова,158.17
1696,2023-08-31,Алексей Козлов,69.99
1697,2023-08-31,Елена Новикова,79.67
1698,2023-08-31,Михаил Смирнов,115.42
1699,2023-08-31,Сергей Антонов,105.39
1700,2023-08-31,Максим Иванов,110.52
1701,2023-09-01,Иван Петров,114.68
1702,2023-09-01,Мария Сидорова,119.04
1703,2023-09-01,Алексей Козлов,133.29
1704,2023-09-01,Елена Новикова,112.29
1705,2023-09-01,Михаил Смирнов,92.76
1706,2023-09-01,Сергей Антонов,120.18
1707,2023-09-01,Максим Иванов,157.0
1708,2023-09-02,Иван Петров,146.02
1709,2023-09-02,Мария Сидорова,120.76
1710,2023-09-02,Алексей Козлов,183.21
1711,2023-09-02,Елена Новикова,146.39
1712,2023-09-02,Михаил Смирнов,84.82
1713,2023-09-02,Сергей Антонов,175.42
1714,2023-09-02,Максим Иванов,133.94
1715,2023-09-03,Иван Петров,147.28
1716,2023-09-03,Мария Сидорова,159.96
1717,2023-09-03,Алексей Козлов,155.71
